Body
Date,Weight,BMI,Fat
2015-03-01,151.61,22.38,16.983
2015-03-02,150.9,22.27,16.625
2015-03-03,149.29,22.04,16.902
2015-03-04,149.29,22.04,16.141
2015-03-05,148.7,21.95,16.11
2015-03-06,148.7,21.95,15.913
2015-03-07,149.56,22.08,15.746
2015-03-08,148.01,21.85,15.531
2015-03-09,148.01,21.85,15.526
2015-03-10,148.01,21.85,15.796
2015-03-11,148.01,21.85,15.829
2015-03-12,146.6,21.64,15.704
2015-03-13,146.99,21.7,15.767
2015-03-14,147.38,21.75,15.83
2015-03-15,147.77,21.81,15.893
2015-03-16,148.15,21.87,15.956
2015-03-17,148.54,21.93,16.019
2015-03-18,148.93,21.98,16.082
2015-03-19,149.32,22.04,16.145
2015-03-20,149.71,22.1,16.208
2015-03-21,150.09,22.16,16.271
2015-03-22,150.48,22.21,16.334
2015-03-23,150.88,22.27,16.399
2015-03-24,150.88,22.27,17.016
2015-03-25,150.99,22.29,17.016
2015-03-26,151.11,22.31,17.016
2015-03-27,151.22,22.32,17.016
2015-03-28,151.34,22.34,17.016
2015-03-29,151.45,22.36,17.016
2015-03-30,151.57,22.37,17.016
2015-03-31,151.68,22.39,17.016

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
2015-03-01,"2,892","11,300",5.17,28,"1,089",341,6,4,"1,531"
2015-03-02,"1,691",106,0.05,0,"1,436",4,0,0,15
2015-03-03,"1,672",0,0,0,"1,440",0,0,0,0
2015-03-04,"2,186","6,150",3.41,19,"1,323",76,18,23,627
2015-03-05,"2,510","8,061",3.69,23,760,254,0,0,"1,040"
2015-03-06,"2,923","12,972",6.41,23,"1,093",294,20,33,"1,569"
2015-03-07,"3,157","15,500",7.05,23,"1,070",308,14,48,"1,767"
2015-03-08,"2,596","8,048",3.63,21,"1,161",269,4,6,"1,140"
2015-03-09,"2,754","11,420",5.18,28,"1,152",233,22,33,"1,293"
2015-03-10,"2,582","12,539",5.75,18,"1,258",94,19,69,"1,054"
2015-03-11,"1,666",0,0,0,"1,440",0,0,0,0
2015-03-12,"3,055","15,626",7.55,25,"1,101",266,16,57,"1,680"
2015-03-13,"1,669",0,0,0,"1,440",0,0,0,0
2015-03-14,"1,774","1,033",0.47,5,"1,413",27,0,0,117
2015-03-15,"2,578","9,606",4.33,81,"1,214",183,21,22,"1,098"
2015-03-16,"1,681",40,0.02,2,"1,440",0,0,0,0
2015-03-17,"1,772",901,0.41,1,"1,412",21,7,0,129
2015-03-18,"1,676",0,0,0,"1,440",0,0,0,0
2015-03-19,"2,653","12,712",5.88,16,"1,244",110,15,71,"1,105"
2015-03-20,"3,142","13,934",6.43,17,"1,109",237,44,50,"1,671"
2015-03-21,"2,492","7,760",3.6,12,"1,186",254,0,0,"1,043"
2015-03-22,"1,677",0,0,0,"1,440",0,0,0,0
2015-03-23,"1,679",0,0,0,"1,440",0,0,0,0
2015-03-24,"2,268","7,314",3.98,17,"1,311",84,19,26,726
2015-03-25,"1,942","1,758",0.79,14,"1,371",69,0,0,285
2015-03-26,"2,924","14,321",6.68,33,"1,140",204,41,55,"1,541"
2015-03-27,"2,697","9,874",4.47,16,"1,161",243,32,4,"1,236"
2015-03-28,"3,156","15,296",6.98,15,"1,012",383,8,37,"1,889"
2015-03-29,"1,683",0,0,0,"1,440",0,0,0,0
2015-03-30,"1,684",0,0,0,"1,440",0,0,0,0
2015-03-31,"1,682",0,0,0,"1,440",0,0,0,0

